         3508955 function calls (3465220 primitive calls) in 14.706 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\PngImagePlugin.py:273(PngInfo)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\ImageFile.py:94(_Tile)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\scale.py:628(LogitScale)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\ticker.py:160(_DummyAxis)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\ticker.py:2465(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\ticker.py:2619(AsinhLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\core.py:3436(LineStart)
        6    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\backend_tools.py:364(ToolQuit)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\backend_tools.py:374(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\backend_tools.py:604(ToolHome)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_mathtext.py:120(Output)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_mathtext.py:1448(Glue)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_mathtext.py:1496(Kern)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\widgets.py:3609(EllipseSelector)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\axes\_base.py:35(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\offsetbox.py:1532(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\dates.py:936(rrulewrapper)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\dates.py:1209(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\tri\_tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\tri\_triinterpolate.py:15(TriInterpolator)
        4    0.000    0.000    0.000    0.000 {method '_fix_weakref' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\solvers\ode\single.py:732(Bernoulli)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\solvers\ode\single.py:976(RationalRiccati)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\solvers\ode\single.py:1107(Liouville)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\plotting\series.py:1229(List2DSeries)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\cuda\memory.py:852(_CUDAAllocator)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\package\_package_unpickler.py:7(PackageUnpickler)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\pooling.py:169(MaxPool3d)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\pooling.py:908(LPPool1d)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\grad_mode.py:365(_unsafe_preserve_version_counter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\function.py:322(FunctionMeta)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_ops.py:876(_OpNamespace)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_classes.py:6(_ClassNamespace)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\urllib\request.py:834(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\nturl2path.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\colorama\ansitowin32.py:131(get_win32_calls)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\colorama\ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributions\one_hot_categorical.py:116(OneHotCategoricalStraightThrough)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\data\datapipes\_typing.py:212(_DataPipeType)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\dill\logger.py:170(TraceFormatter)
        3    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\_pyio.py:1080(_reset_read_buf)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\data\datapipes\iter\grouping.py:19(__getattr__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\data\datapipes\utils\decoder.py:114(ImageHandler)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\data\datapipes\map\utils.py:8(SequenceWrapperMapDataPipe)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\profiler\_utils.py:43(Interval)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_library\simple_registry.py:6(SimpleLibraryRegistry)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\optree\accessor.py:195(GetItemEntry)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\optree\registry.py:107(GlobalNamespace)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\optree\ops.py:2045(MissingSentinel)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\optree\ops.py:2486(FlattenOneLevelOutputEx)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\proxy.py:28(Scope)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\ao\quantization\pt2e\export_utils.py:13(_WrapperModule)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\unittest\case.py:1419(_SubTest)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\asyncio\windows_events.py:309(ProactorEventLoop)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_guards.py:402(GlobalContextCheckpointState)
        4    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\weak.py:61(__hash__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\weak.py:85(_WeakHashRef)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_custom_op\impl.py:635(FuncAndLocation)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchgen\model.py:37(Location)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\transforms.py:201(ToPILImage)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\transforms.py:392(Pad)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\transforms.py:465(Lambda)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\transforms.py:720(RandomVerticalFlip)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\transforms.py:1851(RandomInvert)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\transforms.py:1882(RandomPosterize)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\transforms.py:1948(RandomAdjustSharpness)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\transforms.py:1981(RandomAutocontrast)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\diagnostics\infra\context.py:264(RuntimeErrorWithDiagnostic)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\io_adapter.py:427(FlattenInputWithTreeSpecValidationInputStep)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\google\protobuf\internal\containers.py:589(_UnknownField)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\google\protobuf\message_factory.py:56(MessageFactory)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\convert_frame.py:106(Tracker)
        2    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\experimental\symbolic_shapes.py:270(is_nested_int)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\calculus\inverselaplace.py:4(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\mpmath\ctx_mp.py:1301(PrecisionManager)
        2    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\utilities\decorator.py:114(__init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\cache.py:5(_cache)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\kind.py:106(_NumberKind)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\decorators.py:195(_SympifyWrapper)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\containers.py:374(TupleKind)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\assumptions\assume.py:14(AssumptionsContext)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\polyoptions.py:659(Include)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\polyoptions.py:669(All)
        3    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\orderings.py:156(__init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\domains\gmpyfinitefield.py:9(GMPYFiniteField)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\rootoftools.py:37(_pure_key_dict)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\printing\lambdarepr.py:228(IntervalPrinter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\printing\numpy.py:33(<dictcomp>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\printing\numpy.py:452(CuPyPrinter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\printing\numpy.py:475(JaxPrinter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\strategies\util.py:6(assoc)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\integrals\transforms.py:1047(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\source.py:491(NumpyTensorSource)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\checkpoint.py:1180(_CachingTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\types.py:50(GuardedCode)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\variables\user_defined.py:917(RemovableHandleVariable)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\codegen.py:33(GraphOutputEntry)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributed\_functional_collectives_impl.py:63(_WaitRegistration)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_functorch\_aot_autograd\schemas.py:488(TensorAlias)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\densenet.py:127(_Transition)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\detection\_utils.py:420(SSDMatcher)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\optical_flow\raft.py:74(BottleneckBlock)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\optical_flow\raft.py:171(MotionEncoder)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\quantization\googlenet.py:50(QuantizableInceptionAux)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\segmentation\fcn.py:36(FCNHead)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\quantization\operators\pad.py:113(QDQPad)
        1    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\core\_exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\core\_exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\ma\extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\logging\__init__.py:2203(NullHandler)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\rcsetup.py:62(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\colors.py:1134(ListedColormap)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\cffi\model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\GimpPaletteFile.py:24(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\PaletteFile.py:22(PaletteFile)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\ticker.py:1590(Locator)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\core.py:3483(LineEnd)
        2    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\helpers.py:275(<genexpr>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\colorbar.py:146(_ColorbarAxesLocator)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\backend_tools.py:308(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\backend_tools.py:384(ToolGrid)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\backend_tools.py:441(ToolYScale)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_text_helpers.py:13(LayoutItem)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_mathtext.py:75(VectorParse)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_mathtext.py:713(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_mathtext.py:1033(Box)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_mathtext.py:1162(List)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\_mathtext.py:1206(Hlist)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\widgets.py:1958(MultiCursor)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\widgets.py:4093(Lasso)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\spines.py:487(SpinesProxy)
        2    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\axis.py:558(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\dateutil\tz\tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\streamplot.py:380(StreamMask)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\solvers\ode\single.py:572(FirstLinear)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\solvers\ode\single.py:2844(LieGroup)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\plotting\series.py:1608(Parametric2DLineSeries)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\plotting\series.py:1755(Parametric3DLineSeries)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\cuda\__init__.py:339(_DeviceGuard)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\package\_package_pickler.py:21(PackagePickler)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\package\importer.py:170(_SysImporter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\package\_directory_reader.py:20(DirectoryReader)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\pooling.py:949(LPPool2d)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\pooling.py:1003(LPPool3d)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\variable.py:13(Variable)
        2    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\backends\cuda\__init__.py:46(__init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\optim\lr_scheduler.py:415(MultiStepLR)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\optim\lr_scheduler.py:468(ConstantLR)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\optim\lr_scheduler.py:529(LinearLR)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\optim\lr_scheduler.py:601(ExponentialLR)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\optim\lr_scheduler.py:636(SequentialLR)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\optim\lr_scheduler.py:881(ChainedScheduler)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributed\autograd\__init__.py:29(context)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\urllib\response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\urllib\request.py:1398(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\tqdm\utils.py:48(Comparable)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributions\constraints.py:71(Constraint)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributions\constraints.py:415(__init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributions\constraint_registry.py:79(ConstraintRegistry)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\dill\__info__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\_pyio.py:631(RawIOBase)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\profiler\_memory_profiler.py:75(Key)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\ao\nn\intrinsic\modules\fused.py:10(_FusedModule)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\ao\nn\qat\dynamic\modules\linear.py:5(Linear)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\graph.py:43(_CustomBuiltin)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\unittest\loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\argparse.py:776(Action)
        3    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\unittest\mock.py:283(__init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\asyncio\windows_events.py:246(PipeServer)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_guards.py:368(ModuleContextCheckpointState)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\weak.py:305(TensorWeakRef)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_subclasses\fake_tensor.py:752(_DispatchCacheKey)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\export\dynamic_shapes.py:193(_ConstraintFactory)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchgen\model.py:1408(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\ImageFont.py:704(TransposedFont)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\transforms.py:485(RandomTransforms)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\functional.py:353(_compute_resized_output_size)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\ImageFilter.py:83(RankFilter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\datasets\mnist.py:231(KMNIST)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\diagnostics\infra\_infra.py:49(PatchedPropertyBag)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\onnx\_internal\fx\patcher.py:19(ONNXTorchPatcher)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnx\serialization.py:48(_Registry)
